0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
10.9036,-9.6153,-3.8162,C,0,0,0,0,0,0,0,0,0,0,0,0
9.4857,-9.2947,-3.8294,N,0,0,0,0,0,0,0,0,0,0,0,0
9.1657,-7.8839,-3.6929,C,0,0,0,0,0,0,0,0,0,0,0,0
8.4805,-10.2135,-4.8987,S,0,0,1,0,0,0,0,0,0,0,0,0
9.0797,-11.5520,-4.8882,O,0,0,0,0,0,0,0,0,0,0,0,0
7.1044,-10.0302,-4.3376,O,0,0,0,0,0,0,0,0,0,0,0,0
8.4695,-9.6396,-6.5753,C,0,0,0,0,0,0,0,0,0,0,0,0
9.6150,-9.9290,-7.3776,C,0,0,0,0,0,0,0,0,0,0,0,0
9.9136,-9.1280,-8.5011,C,0,0,0,0,0,0,0,0,0,0,0,0
9.0850,-8.0851,-8.9079,C,0,0,0,0,0,0,0,0,0,0,0,0
7.8686,-7.8499,-8.1778,C,0,0,0,0,0,0,0,0,0,0,0,0
7.5923,-8.5790,-7.0291,C,0,0,0,0,0,0,0,0,0,0,0,0
6.4109,-8.4341,-6.3107,N,0,0,0,0,0,0,0,0,0,0,0,0
5.4693,-7.3583,-6.3929,C,0,0,1,0,0,0,0,0,0,0,0,0
4.1628,-7.7694,-7.1048,C,0,0,0,0,0,0,0,0,0,0,0,0
3.4110,-8.7765,-6.2438,C,0,0,0,0,0,0,0,0,0,0,0,0
3.0614,-8.1613,-4.8932,C,0,0,0,0,0,0,0,0,0,0,0,0
4.1870,-7.4713,-4.2455,N,0,0,0,0,0,0,0,0,0,0,0,0
4.1336,-7.2719,-2.7834,C,0,0,2,0,0,0,0,0,0,0,0,0
4.9367,-6.5565,-2.5636,H,0,0,0,0,0,0,0,0,0,0,0,0
4.4166,-8.5732,-2.0172,C,0,0,0,0,0,0,0,0,0,0,0,0
4.3703,-8.3099,-0.5081,C,0,0,0,0,0,0,0,0,0,0,0,0
3.0666,-7.6160,-0.1015,C,0,0,0,0,0,0,0,0,0,0,0,0
2.8594,-6.3968,-0.8831,N,0,0,0,0,0,0,0,0,0,0,0,0
2.4696,-5.1814,-0.3663,C,0,0,0,0,0,0,0,0,0,0,0,0
1.9738,-4.2703,-1.2367,N,0,0,0,0,0,0,0,0,0,0,0,0
1.5908,-3.0896,-0.7724,C,0,0,0,0,0,0,0,0,0,0,0,0
1.6155,-2.6618,0.4848,N,0,0,0,0,0,0,0,0,0,0,0,0
2.1185,-3.5289,1.3812,C,0,0,0,0,0,0,0,0,0,0,0,0
2.2051,-3.1375,2.6785,N,0,0,0,0,0,0,0,0,0,0,0,0
2.5654,-4.7999,0.9842,C,0,0,0,0,0,0,0,0,0,0,0,0
3.0988,-5.5897,1.9601,F,0,0,0,0,0,0,0,0,0,0,0,0
2.8136,-6.6257,-2.3233,C,0,0,0,0,0,0,0,0,0,0,0,0
5.2328,-6.9098,-4.9167,C,0,0,0,0,0,0,0,0,0,0,0,0
6.0562,-6.1638,-4.4109,O,0,0,0,0,0,0,0,0,0,0,0,0
11.3297,-9.2911,-2.8505,H,0,0,0,0,0,0,0,0,0,0,0,0
11.4700,-9.1096,-4.6248,H,0,0,0,0,0,0,0,0,0,0,0,0
11.0343,-10.6999,-3.9055,H,0,0,0,0,0,0,0,0,0,0,0,0
9.4992,-7.5344,-2.7011,H,0,0,0,0,0,0,0,0,0,0,0,0
8.0826,-7.7212,-3.7535,H,0,0,0,0,0,0,0,0,0,0,0,0
9.6600,-7.2532,-4.4590,H,0,0,0,0,0,0,0,0,0,0,0,0
10.2558,-10.7679,-7.1052,H,0,0,0,0,0,0,0,0,0,0,0,0
10.8259,-9.3435,-9.0662,H,0,0,0,0,0,0,0,0,0,0,0,0
9.3285,-7.4743,-9.7776,H,0,0,0,0,0,0,0,0,0,0,0,0
7.1265,-7.1547,-8.5750,H,0,0,0,0,0,0,0,0,0,0,0,0
6.3328,-9.1106,-5.5233,H,0,0,0,0,0,0,0,0,0,0,0,0
5.9407,-6.5061,-6.8991,H,0,0,0,0,0,0,0,0,0,0,0,0
4.4102,-8.1780,-8.0961,H,0,0,0,0,0,0,0,0,0,0,0,0
3.5530,-6.8628,-7.2614,H,0,0,0,0,0,0,0,0,0,0,0,0
4.0247,-9.6818,-6.1035,H,0,0,0,0,0,0,0,0,0,0,0,0
2.4793,-9.0974,-6.7352,H,0,0,0,0,0,0,0,0,0,0,0,0
2.7006,-8.9440,-4.2101,H,0,0,0,0,0,0,0,0,0,0,0,0
2.2294,-7.4446,-5.0242,H,0,0,0,0,0,0,0,0,0,0,0,0
5.3902,-8.9871,-2.3240,H,0,0,0,0,0,0,0,0,0,0,0,0
3.6541,-9.3319,-2.2729,H,0,0,0,0,0,0,0,0,0,0,0,0
5.2190,-7.6687,-0.2144,H,0,0,0,0,0,0,0,0,0,0,0,0
4.4716,-9.2554,0.0491,H,0,0,0,0,0,0,0,0,0,0,0,0
3.0689,-7.3841,0.9652,H,0,0,0,0,0,0,0,0,0,0,0,0
2.2142,-8.3028,-0.2864,H,0,0,0,0,0,0,0,0,0,0,0,0
1.1999,-2.3839,-1.5168,H,0,0,0,0,0,0,0,0,0,0,0,0
1.8353,-2.2310,2.9284,H,0,0,0,0,0,0,0,0,0,0,0,0
2.5195,-3.7765,3.3929,H,0,0,0,0,0,0,0,0,0,0,0,0
2.6439,-5.6651,-2.8218,H,0,0,0,0,0,0,0,0,0,0,0,0
1.9540,-7.2844,-2.5588,H,0,0,0,0,0,0,0,0,0,0,0,0
