0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
3.7986,-0.9603,-0.4913,C,0,0,0,0,0,0,0,0,0,0,0,0
3.0082,0.0054,0.1762,O,0,0,0,0,0,0,0,0,0,0,0,0
3.6089,0.9614,0.9137,C,0,0,0,0,0,0,0,0,0,0,0,0
4.9963,1.0933,1.0723,C,0,0,0,0,0,0,0,0,0,0,0,0
5.4944,2.1154,1.8757,C,0,0,0,0,0,0,0,0,0,0,0,0
4.6569,3.0402,2.5231,C,0,0,0,0,0,0,0,0,0,0,0,0
5.2152,4.1473,3.3177,C,0,0,0,0,0,0,0,0,0,0,0,0
4.6610,5.4217,3.3929,C,0,0,0,0,0,0,0,0,0,0,0,0
5.5609,6.5037,4.3640,S,0,0,0,0,0,0,0,0,0,0,0,0
6.7563,5.2151,4.7067,C,0,0,0,0,0,0,0,0,0,0,0,0
7.7794,5.2584,5.4835,N,0,0,0,0,0,0,0,0,0,0,0,0
8.3161,6.3542,6.1074,C,0,0,0,0,0,0,0,0,0,0,0,0
9.0084,6.1539,7.3248,C,0,0,0,0,0,0,0,0,0,0,0,0
9.5622,7.2469,7.9771,C,0,0,0,0,0,0,0,0,0,0,0,0
9.4403,8.5152,7.3914,C,0,0,0,0,0,0,0,0,0,0,0,0
8.8450,8.7156,6.2123,N,0,0,0,0,0,0,0,0,0,0,0,0
8.3027,7.6775,5.5876,C,0,0,0,0,0,0,0,0,0,0,0,0
6.3780,4.0423,4.0516,N,0,0,0,0,0,0,0,0,0,0,0,0
7.2117,2.9606,4.0356,N,0,0,0,0,0,0,0,0,0,0,0,0
7.0811,2.0421,5.0456,C,0,0,0,0,0,0,0,0,0,0,0,0
5.9818,2.1110,6.0778,C,0,0,0,0,0,0,0,0,0,0,0,0
8.0007,0.9560,5.0763,C,0,0,0,0,0,0,0,0,0,0,0,0
9.0875,0.8810,4.1369,C,0,0,0,0,0,0,0,0,0,0,0,0
10.0062,-0.1686,4.1308,C,0,0,0,0,0,0,0,0,0,0,0,0
9.8522,-1.1715,5.0832,C,0,0,0,0,0,0,0,0,0,0,0,0
8.8055,-1.1253,6.0106,C,0,0,0,0,0,0,0,0,0,0,0,0
7.8795,-0.1099,6.0471,C,0,0,0,0,0,0,0,0,0,0,0,0
8.8640,-2.2565,6.7981,O,0,0,0,0,0,0,0,0,0,0,0,0
10.1282,-2.8405,6.5132,C,0,0,0,0,0,0,0,0,0,0,0,0
10.5689,-2.3418,5.2637,O,0,0,0,0,0,0,0,0,0,0,0,0
3.2486,2.8954,2.3444,C,0,0,0,0,0,0,0,0,0,0,0,0
2.4455,3.7877,2.9777,O,0,0,0,0,0,0,0,0,0,0,0,0
1.0408,3.6311,2.9291,C,0,0,0,0,0,0,0,0,0,0,0,0
2.7422,1.8649,1.5537,C,0,0,0,0,0,0,0,0,0,0,0,0
3.0983,-1.6259,-1.0127,H,0,0,0,0,0,0,0,0,0,0,0,0
4.4004,-1.5539,0.2181,H,0,0,0,0,0,0,0,0,0,0,0,0
4.4715,-0.4943,-1.2318,H,0,0,0,0,0,0,0,0,0,0,0,0
5.6933,0.4053,0.5964,H,0,0,0,0,0,0,0,0,0,0,0,0
6.5679,2.2022,2.0371,H,0,0,0,0,0,0,0,0,0,0,0,0
3.7462,5.7357,2.9021,H,0,0,0,0,0,0,0,0,0,0,0,0
9.0749,5.1411,7.7260,H,0,0,0,0,0,0,0,0,0,0,0,0
10.0857,7.1269,8.9280,H,0,0,0,0,0,0,0,0,0,0,0,0
9.8480,9.4003,7.8922,H,0,0,0,0,0,0,0,0,0,0,0,0
7.8836,7.8703,4.5935,H,0,0,0,0,0,0,0,0,0,0,0,0
5.3768,3.0235,5.9993,H,0,0,0,0,0,0,0,0,0,0,0,0
6.3883,2.0758,7.1033,H,0,0,0,0,0,0,0,0,0,0,0,0
5.2865,1.2552,5.9921,H,0,0,0,0,0,0,0,0,0,0,0,0
9.1952,1.6961,3.4222,H,0,0,0,0,0,0,0,0,0,0,0,0
10.8230,-0.2030,3.4068,H,0,0,0,0,0,0,0,0,0,0,0,0
7.0819,-0.1327,6.7880,H,0,0,0,0,0,0,0,0,0,0,0,0
10.0277,-3.9365,6.4636,H,0,0,0,0,0,0,0,0,0,0,0,0
10.8528,-2.5585,7.3088,H,0,0,0,0,0,0,0,0,0,0,0,0
0.6188,4.4341,3.5478,H,0,0,0,0,0,0,0,0,0,0,0,0
0.7283,2.6564,3.3408,H,0,0,0,0,0,0,0,0,0,0,0,0
0.6534,3.7276,1.9000,H,0,0,0,0,0,0,0,0,0,0,0,0
1.6733,1.7231,1.4073,H,0,0,0,0,0,0,0,0,0,0,0,0
