0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
2.0551,3.7536,6.0004,C,0,0,0,0,0,0,0,0,0,0,0,0
1.7225,3.9860,4.6340,O,0,0,0,0,0,0,0,0,0,0,0,0
2.6631,4.0269,3.6968,C,0,0,0,0,0,0,0,0,0,0,0,0
4.0510,3.8455,3.9384,C,0,0,0,0,0,0,0,0,0,0,0,0
4.9500,3.9120,2.9000,C,0,0,0,0,0,0,0,0,0,0,0,0
4.5043,4.1643,1.5584,C,0,0,0,0,0,0,0,0,0,0,0,0
5.3567,4.2219,0.5371,N,0,0,0,0,0,0,0,0,0,0,0,0
6.7856,4.1930,0.6174,C,0,0,0,0,0,0,0,0,0,0,0,0
7.6732,3.0955,0.5634,C,0,0,0,0,0,0,0,0,0,0,0,0
7.4219,1.6759,0.3528,C,0,0,0,0,0,0,0,0,0,0,0,0
6.1696,1.1878,-0.0993,C,0,0,0,0,0,0,0,0,0,0,0,0
5.9436,-0.1737,-0.2969,C,0,0,0,0,0,0,0,0,0,0,0,0
6.9581,-1.1057,-0.0540,C,0,0,0,0,0,0,0,0,0,0,0,0
8.2059,-0.6452,0.3824,C,0,0,0,0,0,0,0,0,0,0,0,0
8.4402,0.7140,0.5818,C,0,0,0,0,0,0,0,0,0,0,0,0
9.0164,3.6850,0.7384,C,0,0,0,0,0,0,0,0,0,0,0,0
10.1241,3.1371,0.7718,O,0,0,0,0,0,0,0,0,0,0,0,0
8.8447,5.0687,0.8636,N,0,0,0,0,0,0,0,0,0,0,0,0
9.9265,6.0198,0.9936,C,0,0,0,0,0,0,0,0,0,0,0,0
10.8536,6.0547,-0.2164,C,0,0,0,0,0,0,0,0,0,0,0,0
10.1342,6.4784,-1.3513,O,0,0,0,0,0,0,0,0,0,0,0,0
10.7225,6.1627,-2.6058,C,0,0,1,0,0,0,0,0,0,0,0,0
10.4132,4.7197,-3.0134,C,0,0,0,0,0,0,0,0,0,0,0,0
10.1917,7.1785,-3.6110,C,0,0,0,0,0,0,0,0,0,0,0,0
7.4905,5.4357,0.8003,C,0,0,0,0,0,0,0,0,0,0,0,0
7.0447,6.5790,0.9281,O,0,0,0,0,0,0,0,0,0,0,0,0
3.0938,4.3415,1.3317,C,0,0,0,0,0,0,0,0,0,0,0,0
2.2049,4.2759,2.3700,C,0,0,0,0,0,0,0,0,0,0,0,0
1.1066,3.7729,6.5492,H,0,0,0,0,0,0,0,0,0,0,0,0
2.7183,4.5449,6.3833,H,0,0,0,0,0,0,0,0,0,0,0,0
2.5337,2.7699,6.1270,H,0,0,0,0,0,0,0,0,0,0,0,0
4.4177,3.6557,4.9464,H,0,0,0,0,0,0,0,0,0,0,0,0
6.0152,3.7783,3.0728,H,0,0,0,0,0,0,0,0,0,0,0,0
4.9470,4.4678,-0.3631,H,0,0,0,0,0,0,0,0,0,0,0,0
5.3623,1.8851,-0.3231,H,0,0,0,0,0,0,0,0,0,0,0,0
4.9659,-0.5103,-0.6538,H,0,0,0,0,0,0,0,0,0,0,0,0
6.7809,-2.1728,-0.2100,H,0,0,0,0,0,0,0,0,0,0,0,0
9.0145,-1.3578,0.5689,H,0,0,0,0,0,0,0,0,0,0,0,0
9.4187,1.0687,0.9034,H,0,0,0,0,0,0,0,0,0,0,0,0
10.5335,5.7815,1.8843,H,0,0,0,0,0,0,0,0,0,0,0,0
9.4543,7.0025,1.1398,H,0,0,0,0,0,0,0,0,0,0,0,0
11.2849,5.0491,-0.3572,H,0,0,0,0,0,0,0,0,0,0,0,0
11.6912,6.7526,-0.0004,H,0,0,0,0,0,0,0,0,0,0,0,0
11.8241,6.2838,-2.5311,H,0,0,0,0,0,0,0,0,0,0,0,0
9.3266,4.5896,-3.1437,H,0,0,0,0,0,0,0,0,0,0,0,0
10.7468,4.0031,-2.2475,H,0,0,0,0,0,0,0,0,0,0,0,0
10.9122,4.4621,-3.9619,H,0,0,0,0,0,0,0,0,0,0,0,0
9.0933,7.1108,-3.6694,H,0,0,0,0,0,0,0,0,0,0,0,0
10.6067,6.9976,-4.6152,H,0,0,0,0,0,0,0,0,0,0,0,0
10.4517,8.2014,-3.2992,H,0,0,0,0,0,0,0,0,0,0,0,0
2.7421,4.5372,0.3169,H,0,0,0,0,0,0,0,0,0,0,0,0
1.1339,4.4147,2.2160,H,0,0,0,0,0,0,0,0,0,0,0,0
