0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.8150,-0.1465,0.0605,C,0,0,0,0,0,0,0,0,0,0,0,0
2.3446,-0.0979,0.1258,C,0,0,1,0,0,0,0,0,0,0,0,0
2.8959,-1.4555,-0.3563,C,0,0,0,0,0,0,0,0,0,0,0,0
4.4172,-1.6317,-0.4949,C,0,0,0,0,0,0,0,0,0,0,0,0
5.0432,-0.8905,-1.5773,N,0,0,0,0,0,0,0,0,0,0,0,0
5.3166,0.5444,-1.3833,C,0,0,2,0,0,0,0,0,0,0,0,0
5.1663,1.2162,-2.7532,C,0,0,0,0,0,0,0,0,0,0,0,0
6.7324,0.6820,-0.7973,C,0,0,1,0,0,0,0,0,0,0,0,0
7.9810,0.7932,-1.6258,C,0,0,0,0,0,0,0,0,0,0,0,0
7.5254,1.9663,-0.7891,C,0,0,0,0,0,0,0,0,0,0,0,0
4.3456,1.2209,-0.3718,C,0,0,0,0,0,0,0,0,0,0,0,0
2.9236,1.0213,-0.6414,N,0,0,0,0,0,0,0,0,0,0,0,0
2.1675,2.2767,-0.6964,C,0,0,0,0,0,0,0,0,0,0,0,0
2.1215,3.1173,0.5640,C,0,0,0,0,0,0,0,0,0,0,0,0
2.7683,4.3579,0.8019,C,0,0,0,0,0,0,0,0,0,0,0,0
2.4173,4.6964,2.0982,C,0,0,0,0,0,0,0,0,0,0,0,0
1.6188,3.6984,2.5605,N,0,0,0,0,0,0,0,0,0,0,0,0
0.9924,3.5951,3.8840,C,0,0,1,0,0,0,0,0,0,0,0,0
-0.5338,3.6016,3.7627,C,0,0,0,0,0,0,0,0,0,0,0,0
1.5199,2.3716,4.6380,C,0,0,0,0,0,0,0,0,0,0,0,0
1.4294,2.7382,1.6434,N,0,0,0,0,0,0,0,0,0,0,0,0
0.4584,-1.0590,0.5631,H,0,0,0,0,0,0,0,0,0,0,0,0
0.4659,-0.1855,-0.9849,H,0,0,0,0,0,0,0,0,0,0,0,0
0.3543,0.7122,0.5658,H,0,0,0,0,0,0,0,0,0,0,0,0
2.6227,0.0144,1.1990,H,0,0,0,0,0,0,0,0,0,0,0,0
2.4416,-1.6796,-1.3399,H,0,0,0,0,0,0,0,0,0,0,0,0
2.5207,-2.2279,0.3395,H,0,0,0,0,0,0,0,0,0,0,0,0
4.6134,-2.7072,-0.6585,H,0,0,0,0,0,0,0,0,0,0,0,0
4.9247,-1.3878,0.4538,H,0,0,0,0,0,0,0,0,0,0,0,0
4.5093,-1.0303,-2.4314,H,0,0,0,0,0,0,0,0,0,0,0,0
5.7420,0.6741,-3.5193,H,0,0,0,0,0,0,0,0,0,0,0,0
5.5025,2.2638,-2.7439,H,0,0,0,0,0,0,0,0,0,0,0,0
4.1036,1.2028,-3.0413,H,0,0,0,0,0,0,0,0,0,0,0,0
6.8447,0.0761,0.1095,H,0,0,0,0,0,0,0,0,0,0,0,0
7.8840,0.8753,-2.7116,H,0,0,0,0,0,0,0,0,0,0,0,0
8.8643,0.2338,-1.3044,H,0,0,0,0,0,0,0,0,0,0,0,0
7.1219,2.8362,-1.3163,H,0,0,0,0,0,0,0,0,0,0,0,0
8.0908,2.2234,0.1117,H,0,0,0,0,0,0,0,0,0,0,0,0
4.5757,2.2970,-0.3688,H,0,0,0,0,0,0,0,0,0,0,0,0
4.5986,0.8767,0.6502,H,0,0,0,0,0,0,0,0,0,0,0,0
1.1423,2.0632,-1.0278,H,0,0,0,0,0,0,0,0,0,0,0,0
2.6154,2.8958,-1.4898,H,0,0,0,0,0,0,0,0,0,0,0,0
3.3960,4.9247,0.1178,H,0,0,0,0,0,0,0,0,0,0,0,0
2.6694,5.5563,2.7159,H,0,0,0,0,0,0,0,0,0,0,0,0
1.3106,4.5059,4.4172,H,0,0,0,0,0,0,0,0,0,0,0,0
-0.8771,2.7221,3.1982,H,0,0,0,0,0,0,0,0,0,0,0,0
-0.8838,4.5048,3.2396,H,0,0,0,0,0,0,0,0,0,0,0,0
-0.9961,3.5792,4.7618,H,0,0,0,0,0,0,0,0,0,0,0,0
1.2514,1.4477,4.1047,H,0,0,0,0,0,0,0,0,0,0,0,0
1.0873,2.3310,5.6499,H,0,0,0,0,0,0,0,0,0,0,0,0
2.6162,2.4089,4.7313,H,0,0,0,0,0,0,0,0,0,0,0,0
