0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
1.1827,-0.3456,0.8072,N,0,0,0,0,0,0,0,0,0,0,0,0
2.5267,-0.4783,0.2205,C,0,0,1,0,0,0,0,0,0,0,0,0
3.5707,0.0249,1.2292,C,0,0,0,0,0,0,0,0,0,0,0,0
4.9734,0.2089,0.6454,C,0,0,0,0,0,0,0,0,0,0,0,0
5.0230,1.1094,-0.4435,O,0,0,0,0,0,0,0,0,0,0,0,0
5.0509,2.4750,-0.1068,C,0,0,0,0,0,0,0,0,0,0,0,0
5.2351,3.3255,-1.3444,C,0,0,0,0,0,0,0,0,0,0,0,0
4.9547,4.6995,-1.2923,C,0,0,0,0,0,0,0,0,0,0,0,0
5.1565,5.5108,-2.4111,C,0,0,0,0,0,0,0,0,0,0,0,0
5.6345,4.9551,-3.6026,C,0,0,0,0,0,0,0,0,0,0,0,0
5.9086,3.5862,-3.6632,C,0,0,0,0,0,0,0,0,0,0,0,0
5.7128,2.7750,-2.5407,C,0,0,0,0,0,0,0,0,0,0,0,0
2.7269,-1.9814,-0.0969,C,0,0,1,0,0,0,0,0,0,0,0,0
2.3304,-2.7507,1.0216,O,0,0,0,0,0,0,0,0,0,0,0,0
1.9635,-2.4291,-1.3505,C,0,0,0,0,0,0,0,0,0,0,0,0
2.0833,-3.8592,-1.5124,N,0,0,0,0,0,0,0,0,0,0,0,0
2.2633,-4.4616,-2.7143,C,0,0,0,0,0,0,0,0,0,0,0,0
2.3462,-3.8893,-3.7848,O,0,0,0,0,0,0,0,0,0,0,0,0
2.3357,-5.8090,-2.5557,O,0,0,0,0,0,0,0,0,0,0,0,0
2.5575,-6.5942,-3.7400,C,0,0,0,0,0,0,0,0,0,0,0,0
4.0246,-6.8586,-3.9903,C,0,0,0,0,0,0,0,0,0,0,0,0
4.6115,-8.0655,-3.5829,C,0,0,0,0,0,0,0,0,0,0,0,0
5.9703,-8.3101,-3.8028,C,0,0,0,0,0,0,0,0,0,0,0,0
6.7601,-7.3447,-4.4334,C,0,0,0,0,0,0,0,0,0,0,0,0
6.1849,-6.1365,-4.8423,C,0,0,0,0,0,0,0,0,0,0,0,0
4.8267,-5.8941,-4.6239,C,0,0,0,0,0,0,0,0,0,0,0,0
0.4647,-0.2899,0.0858,H,0,0,0,0,0,0,0,0,0,0,0,0
1.1039,0.5031,1.3651,H,0,0,0,0,0,0,0,0,0,0,0,0
2.6471,0.1043,-0.7119,H,0,0,0,0,0,0,0,0,0,0,0,0
3.6254,-0.6843,2.0721,H,0,0,0,0,0,0,0,0,0,0,0,0
3.2254,0.9867,1.6491,H,0,0,0,0,0,0,0,0,0,0,0,0
5.3553,-0.7497,0.2600,H,0,0,0,0,0,0,0,0,0,0,0,0
5.6665,0.5338,1.4465,H,0,0,0,0,0,0,0,0,0,0,0,0
5.8836,2.6699,0.6042,H,0,0,0,0,0,0,0,0,0,0,0,0
4.1225,2.7874,0.4133,H,0,0,0,0,0,0,0,0,0,0,0,0
4.5726,5.1406,-0.3661,H,0,0,0,0,0,0,0,0,0,0,0,0
4.9336,6.5795,-2.3548,H,0,0,0,0,0,0,0,0,0,0,0,0
5.7884,5.5873,-4.4809,H,0,0,0,0,0,0,0,0,0,0,0,0
6.2776,3.1432,-4.5921,H,0,0,0,0,0,0,0,0,0,0,0,0
5.9209,1.7052,-2.5834,H,0,0,0,0,0,0,0,0,0,0,0,0
3.7960,-2.1883,-0.2729,H,0,0,0,0,0,0,0,0,0,0,0,0
1.5801,-2.2403,1.3908,H,0,0,0,0,0,0,0,0,0,0,0,0
2.3624,-1.9449,-2.2541,H,0,0,0,0,0,0,0,0,0,0,0,0
0.8983,-2.1351,-1.2619,H,0,0,0,0,0,0,0,0,0,0,0,0
2.0262,-4.4277,-0.6740,H,0,0,0,0,0,0,0,0,0,0,0,0
2.1037,-6.0754,-4.5960,H,0,0,0,0,0,0,0,0,0,0,0,0
2.0231,-7.5377,-3.5598,H,0,0,0,0,0,0,0,0,0,0,0,0
3.9963,-8.8240,-3.0896,H,0,0,0,0,0,0,0,0,0,0,0,0
6.4126,-9.2570,-3.4821,H,0,0,0,0,0,0,0,0,0,0,0,0
7.8225,-7.5339,-4.6082,H,0,0,0,0,0,0,0,0,0,0,0,0
6.7983,-5.3793,-5.3379,H,0,0,0,0,0,0,0,0,0,0,0,0
4.3729,-4.9496,-4.9328,H,0,0,0,0,0,0,0,0,0,0,0,0
