0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
5.5531,-5.4510,3.8396,C,0,0,0,0,0,0,0,0,0,0,0,0
5.9320,-4.2040,3.0508,C,0,0,0,0,0,0,0,0,0,0,0,0
4.7754,-3.3386,2.8730,N,0,0,0,0,0,0,0,0,0,0,0,0
4.8329,-2.1097,2.3120,C,0,0,0,0,0,0,0,0,0,0,0,0
6.0375,-1.6423,1.9353,N,0,0,0,0,0,0,0,0,0,0,0,0
6.1246,-0.4319,1.3811,C,0,0,0,0,0,0,0,0,0,0,0,0
7.5280,0.1088,1.0235,C,0,0,1,0,0,0,0,0,0,0,0,0
7.8807,1.1013,1.9971,O,0,0,0,0,0,0,0,0,0,0,0,0
8.0077,0.7249,3.3541,C,0,0,0,0,0,0,0,0,0,0,0,0
8.3494,1.9731,4.1501,C,0,0,0,0,0,0,0,0,0,0,0,0
8.5936,-1.0001,0.9398,C,0,0,0,0,0,0,0,0,0,0,0,0
8.4379,-1.8971,-0.2966,C,0,0,0,0,0,0,0,0,0,0,0,0
8.3884,-1.1345,-1.6426,C,0,0,2,0,0,0,0,0,0,0,0,0
7.9889,-2.1094,-2.7632,C,0,0,0,0,0,0,0,0,0,0,0,0
9.7676,-0.5381,-1.9858,C,0,0,0,0,0,0,0,0,0,0,0,0
7.3196,-0.0205,-1.5269,C,0,0,0,0,0,0,0,0,0,0,0,0
7.4929,0.8846,-0.3039,C,0,0,0,0,0,0,0,0,0,0,0,0
5.0937,0.3864,1.1566,N,0,0,0,0,0,0,0,0,0,0,0,0
3.8845,-0.0518,1.5225,C,0,0,0,0,0,0,0,0,0,0,0,0
3.6852,-1.2928,2.1078,C,0,0,0,0,0,0,0,0,0,0,0,0
1.7326,-1.9302,2.6562,I,0,0,0,0,0,0,0,0,0,0,0,0
6.4306,-6.1015,3.9700,H,0,0,0,0,0,0,0,0,0,0,0,0
4.7787,-6.0377,3.3177,H,0,0,0,0,0,0,0,0,0,0,0,0
5.1716,-5.1915,4.8405,H,0,0,0,0,0,0,0,0,0,0,0,0
6.3517,-4.4816,2.0669,H,0,0,0,0,0,0,0,0,0,0,0,0
6.7252,-3.6407,3.5686,H,0,0,0,0,0,0,0,0,0,0,0,0
3.8575,-3.6990,3.1076,H,0,0,0,0,0,0,0,0,0,0,0,0
8.8003,-0.0368,3.4868,H,0,0,0,0,0,0,0,0,0,0,0,0
7.0687,0.2778,3.7349,H,0,0,0,0,0,0,0,0,0,0,0,0
9.2914,2.4150,3.7896,H,0,0,0,0,0,0,0,0,0,0,0,0
8.4623,1.7327,5.2193,H,0,0,0,0,0,0,0,0,0,0,0,0
7.5560,2.7284,4.0412,H,0,0,0,0,0,0,0,0,0,0,0,0
8.5653,-1.6281,1.8407,H,0,0,0,0,0,0,0,0,0,0,0,0
9.5711,-0.4906,0.9266,H,0,0,0,0,0,0,0,0,0,0,0,0
7.5094,-2.4831,-0.1899,H,0,0,0,0,0,0,0,0,0,0,0,0
9.2615,-2.6326,-0.3197,H,0,0,0,0,0,0,0,0,0,0,0,0
8.7219,-2.9278,-2.8613,H,0,0,0,0,0,0,0,0,0,0,0,0
7.9309,-1.5946,-3.7368,H,0,0,0,0,0,0,0,0,0,0,0,0
7.0038,-2.5636,-2.5656,H,0,0,0,0,0,0,0,0,0,0,0,0
10.5257,-1.3341,-2.0740,H,0,0,0,0,0,0,0,0,0,0,0,0
10.1244,0.1735,-1.2265,H,0,0,0,0,0,0,0,0,0,0,0,0
9.7333,-0.0021,-2.9488,H,0,0,0,0,0,0,0,0,0,0,0,0
6.3217,-0.4931,-1.4870,H,0,0,0,0,0,0,0,0,0,0,0,0
7.3240,0.5948,-2.4434,H,0,0,0,0,0,0,0,0,0,0,0,0
6.6810,1.6220,-0.2478,H,0,0,0,0,0,0,0,0,0,0,0,0
8.4387,1.4459,-0.3592,H,0,0,0,0,0,0,0,0,0,0,0,0
3.0352,0.6158,1.3381,H,0,0,0,0,0,0,0,0,0,0,0,0
